No.,Movie Title,IMDb Rating,Douban Rating,IMDb - Douban Rating,Release Date,Genre,Director,Star
25,La vita è bella,8.6,9.5,-0.9,1997-12-20,Drama,Roberto Benigni,Nicoletta Braschi
25,La vita è bella,8.6,9.5,-0.9,1997-12-20,Drama,Roberto Benigni,Giorgio Cantarini
25,La vita è bella,8.6,9.5,-0.9,1997-12-20,Drama,Roberto Benigni,Giustino Durano
25,La vita è bella,8.6,9.5,-0.9,1997-12-20,Romance,Roberto Benigni,Roberto Benigni
25,La vita è bella,8.6,9.5,-0.9,1997-12-20,Romance,Roberto Benigni,Nicoletta Braschi
25,La vita è bella,8.6,9.5,-0.9,1997-12-20,Romance,Roberto Benigni,Giorgio Cantarini
25,La vita è bella,8.6,9.5,-0.9,1997-12-20,Romance,Roberto Benigni,Giustino Durano
25,La vita è bella,8.6,9.5,-0.9,1997-12-20,War,Roberto Benigni,Roberto Benigni
25,La vita è bella,8.6,9.5,-0.9,1997-12-20,War,Roberto Benigni,Nicoletta Braschi
25,La vita è bella,8.6,9.5,-0.9,1997-12-20,War,Roberto Benigni,Giorgio Cantarini
25,La vita è bella,8.6,9.5,-0.9,1997-12-20,War,Roberto Benigni,Giustino Durano
26,Sen to Chihiro no kamikakushi,8.6,9.3,-0.7,2001-07-20,Animation,Hayao Miyazaki,Daveigh Chase
26,Sen to Chihiro no kamikakushi,8.6,9.3,-0.7,2001-07-20,Animation,Hayao Miyazaki,Suzanne Pleshette
26,Sen to Chihiro no kamikakushi,8.6,9.3,-0.7,2001-07-20,Animation,Hayao Miyazaki,Miyu Irino
26,Sen to Chihiro no kamikakushi,8.6,9.3,-0.7,2001-07-20,Animation,Hayao Miyazaki,Rumi Hiiragi
26,Sen to Chihiro no kamikakushi,8.6,9.3,-0.7,2001-07-20,Animation,Kirk Wise,Daveigh Chase
26,Sen to Chihiro no kamikakushi,8.6,9.3,-0.7,2001-07-20,Animation,Kirk Wise,Suzanne Pleshette
26,Sen to Chihiro no kamikakushi,8.6,9.3,-0.7,2001-07-20,Animation,Kirk Wise,Miyu Irino
26,Sen to Chihiro no kamikakushi,8.6,9.3,-0.7,2001-07-20,Animation,Kirk Wise,Rumi Hiiragi
26,Sen to Chihiro no kamikakushi,8.6,9.3,-0.7,2001-07-20,Adventure,Hayao Miyazaki,Daveigh Chase
26,Sen to Chihiro no kamikakushi,8.6,9.3,-0.7,2001-07-20,Adventure,Hayao Miyazaki,Suzanne Pleshette
26,Sen to Chihiro no kamikakushi,8.6,9.3,-0.7,2001-07-20,Adventure,Hayao Miyazaki,Miyu Irino
26,Sen to Chihiro no kamikakushi,8.6,9.3,-0.7,2001-07-20,Adventure,Hayao Miyazaki,Rumi Hiiragi
26,Sen to Chihiro no kamikakushi,8.6,9.3,-0.7,2001-07-20,Adventure,Kirk Wise,Daveigh Chase
26,Sen to Chihiro no kamikakushi,8.6,9.3,-0.7,2001-07-20,Adventure,Kirk Wise,Suzanne Pleshette
26,Sen to Chihiro no kamikakushi,8.6,9.3,-0.7,2001-07-20,Adventure,Kirk Wise,Miyu Irino
26,Sen to Chihiro no kamikakushi,8.6,9.3,-0.7,2001-07-20,Adventure,Kirk Wise,Rumi Hiiragi
26,Sen to Chihiro no kamikakushi,8.6,9.3,-0.7,2001-07-20,Family,Hayao Miyazaki,Daveigh Chase
26,Sen to Chihiro no kamikakushi,8.6,9.3,-0.7,2001-07-20,Family,Hayao Miyazaki,Suzanne Pleshette
26,Sen to Chihiro no kamikakushi,8.6,9.3,-0.7,2001-07-20,Family,Hayao Miyazaki,Miyu Irino
26,Sen to Chihiro no kamikakushi,8.6,9.3,-0.7,2001-07-20,Family,Hayao Miyazaki,Rumi Hiiragi
26,Sen to Chihiro no kamikakushi,8.6,9.3,-0.7,2001-07-20,Family,Kirk Wise,Daveigh Chase
26,Sen to Chihiro no kamikakushi,8.6,9.3,-0.7,2001-07-20,Family,Kirk Wise,Suzanne Pleshette
26,Sen to Chihiro no kamikakushi,8.6,9.3,-0.7,2001-07-20,Family,Kirk Wise,Miyu Irino
26,Sen to Chihiro no kamikakushi,8.6,9.3,-0.7,2001-07-20,Family,Kirk Wise,Rumi Hiiragi
26,Sen to Chihiro no kamikakushi,8.6,9.3,-0.7,2001-07-20,Fantasy,Hayao Miyazaki,Daveigh Chase
26,Sen to Chihiro no kamikakushi,8.6,9.3,-0.7,2001-07-20,Fantasy,Hayao Miyazaki,Suzanne Pleshette
26,Sen to Chihiro no kamikakushi,8.6,9.3,-0.7,2001-07-20,Fantasy,Hayao Miyazaki,Miyu Irino
26,Sen to Chihiro no kamikakushi,8.6,9.3,-0.7,2001-07-20,Fantasy,Hayao Miyazaki,Rumi Hiiragi
26,Sen to Chihiro no kamikakushi,8.6,9.3,-0.7,2001-07-20,Fantasy,Kirk Wise,Daveigh Chase
26,Sen to Chihiro no kamikakushi,8.6,9.3,-0.7,2001-07-20,Fantasy,Kirk Wise,Suzanne Pleshette
26,Sen to Chihiro no kamikakushi,8.6,9.3,-0.7,2001-07-20,Fantasy,Kirk Wise,Miyu Irino
26,Sen to Chihiro no kamikakushi,8.6,9.3,-0.7,2001-07-20,Fantasy,Kirk Wise,Rumi Hiiragi
26,Sen to Chihiro no kamikakushi,8.6,9.3,-0.7,2001-07-20,Mystery,Hayao Miyazaki,Daveigh Chase
26,Sen to Chihiro no kamikakushi,8.6,9.3,-0.7,2001-07-20,Mystery,Hayao Miyazaki,Suzanne Pleshette
26,Sen to Chihiro no kamikakushi,8.6,9.3,-0.7,2001-07-20,Mystery,Hayao Miyazaki,Miyu Irino
26,Sen to Chihiro no kamikakushi,8.6,9.3,-0.7,2001-07-20,Mystery,Hayao Miyazaki,Rumi Hiiragi
26,Sen to Chihiro no kamikakushi,8.6,9.3,-0.7,2001-07-20,Mystery,Kirk Wise,Daveigh Chase
26,Sen to Chihiro no kamikakushi,8.6,9.3,-0.7,2001-07-20,Mystery,Kirk Wise,Suzanne Pleshette
26,Sen to Chihiro no kamikakushi,8.6,9.3,-0.7,2001-07-20,Mystery,Kirk Wise,Miyu Irino
26,Sen to Chihiro no kamikakushi,8.6,9.3,-0.7,2001-07-20,Mystery,Kirk Wise,Rumi Hiiragi
27,Saving Private Ryan,8.6,8.9,-0.3,1998-07-24,Drama,Steven Spielberg,Tom Hanks
27,Saving Private Ryan,8.6,8.9,-0.3,1998-07-24,Drama,Steven Spielberg,Matt Damon
27,Saving Private Ryan,8.6,8.9,-0.3,1998-07-24,Drama,Steven Spielberg,Tom Sizemore
27,Saving Private Ryan,8.6,8.9,-0.3,1998-07-24,Drama,Steven Spielberg,Edward Burns
27,Saving Private Ryan,8.6,8.9,-0.3,1998-07-24,War,Steven Spielberg,Tom Hanks
27,Saving Private Ryan,8.6,8.9,-0.3,1998-07-24,War,Steven Spielberg,Matt Damon
27,Saving Private Ryan,8.6,8.9,-0.3,1998-07-24,War,Steven Spielberg,Tom Sizemore
27,Saving Private Ryan,8.6,8.9,-0.3,1998-07-24,War,Steven Spielberg,Edward Burns
28,The Usual Suspects,8.6,8.6,0.0,1995-07-19,Crime,Bryan Singer,Kevin Spacey
28,The Usual Suspects,8.6,8.6,0.0,1995-07-19,Crime,Bryan Singer,Gabriel Byrne
28,The Usual Suspects,8.6,8.6,0.0,1995-07-19,Crime,Bryan Singer,Chazz Palminteri
28,The Usual Suspects,8.6,8.6,0.0,1995-07-19,Crime,Bryan Singer,Stephen Baldwin
28,The Usual Suspects,8.6,8.6,0.0,1995-07-19,Mystery,Bryan Singer,Kevin Spacey
28,The Usual Suspects,8.6,8.6,0.0,1995-07-19,Mystery,Bryan Singer,Gabriel Byrne
28,The Usual Suspects,8.6,8.6,0.0,1995-07-19,Mystery,Bryan Singer,Chazz Palminteri
28,The Usual Suspects,8.6,8.6,0.0,1995-07-19,Mystery,Bryan Singer,Stephen Baldwin
28,The Usual Suspects,8.6,8.6,0.0,1995-07-19,Thriller,Bryan Singer,Kevin Spacey
28,The Usual Suspects,8.6,8.6,0.0,1995-07-19,Thriller,Bryan Singer,Gabriel Byrne
28,The Usual Suspects,8.6,8.6,0.0,1995-07-19,Thriller,Bryan Singer,Chazz Palminteri
28,The Usual Suspects,8.6,8.6,0.0,1995-07-19,Thriller,Bryan Singer,Stephen Baldwin
29,Léon,8.6,9.4,-0.8,1994-09-14,Crime,Luc Besson,Jean Reno
29,Léon,8.6,9.4,-0.8,1994-09-14,Crime,Luc Besson,Gary Oldman
29,Léon,8.6,9.4,-0.8,1994-09-14,Crime,Luc Besson,Natalie Portman
29,Léon,8.6,9.4,-0.8,1994-09-14,Crime,Luc Besson,Danny Aiello
29,Léon,8.6,9.4,-0.8,1994-09-14,Drama,Luc Besson,Jean Reno
29,Léon,8.6,9.4,-0.8,1994-09-14,Drama,Luc Besson,Gary Oldman
29,Léon,8.6,9.4,-0.8,1994-09-14,Drama,Luc Besson,Natalie Portman
29,Léon,8.6,9.4,-0.8,1994-09-14,Drama,Luc Besson,Danny Aiello
29,Léon,8.6,9.4,-0.8,1994-09-14,Thriller,Luc Besson,Jean Reno
29,Léon,8.6,9.4,-0.8,1994-09-14,Thriller,Luc Besson,Gary Oldman
29,Léon,8.6,9.4,-0.8,1994-09-14,Thriller,Luc Besson,Natalie Portman
29,Léon,8.6,9.4,-0.8,1994-09-14,Thriller,Luc Besson,Danny Aiello
30,The Green Mile,8.6,8.7,-0.1,1999-12-10,Crime,Frank Darabont,Tom Hanks
30,The Green Mile,8.6,8.7,-0.1,1999-12-10,Crime,Frank Darabont,Michael Clarke Duncan
30,The Green Mile,8.6,8.7,-0.1,1999-12-10,Crime,Frank Darabont,David Morse
30,The Green Mile,8.6,8.7,-0.1,1999-12-10,Crime,Frank Darabont,Bonnie Hunt
30,The Green Mile,8.6,8.7,-0.1,1999-12-10,Drama,Frank Darabont,Tom Hanks
30,The Green Mile,8.6,8.7,-0.1,1999-12-10,Drama,Frank Darabont,Michael Clarke Duncan
30,The Green Mile,8.6,8.7,-0.1,1999-12-10,Drama,Frank Darabont,David Morse
30,The Green Mile,8.6,8.7,-0.1,1999-12-10,Drama,Frank Darabont,Bonnie Hunt
30,The Green Mile,8.6,8.7,-0.1,1999-12-10,Fantasy,Frank Darabont,Tom Hanks
30,The Green Mile,8.6,8.7,-0.1,1999-12-10,Fantasy,Frank Darabont,Michael Clarke Duncan
30,The Green Mile,8.6,8.7,-0.1,1999-12-10,Fantasy,Frank Darabont,David Morse
30,The Green Mile,8.6,8.7,-0.1,1999-12-10,Fantasy,Frank Darabont,Bonnie Hunt
30,The Green Mile,8.6,8.7,-0.1,1999-12-10,Mystery,Frank Darabont,Tom Hanks
30,The Green Mile,8.6,8.7,-0.1,1999-12-10,Mystery,Frank Darabont,Michael Clarke Duncan
30,The Green Mile,8.6,8.7,-0.1,1999-12-10,Mystery,Frank Darabont,David Morse
30,The Green Mile,8.6,8.7,-0.1,1999-12-10,Mystery,Frank Darabont,Bonnie Hunt
31,Interstellar,8.6,9.2,-0.6,2014-11-05,Adventure,Christopher Nolan,Matthew McConaughey
31,Interstellar,8.6,9.2,-0.6,2014-11-05,Adventure,Christopher Nolan,Anne Hathaway
31,Interstellar,8.6,9.2,-0.6,2014-11-05,Adventure,Christopher Nolan,Jessica Chastain
31,Interstellar,8.6,9.2,-0.6,2014-11-05,Adventure,Christopher Nolan,Mackenzie Foy
31,Interstellar,8.6,9.2,-0.6,2014-11-05,Drama,Christopher Nolan,Matthew McConaughey
31,Interstellar,8.6,9.2,-0.6,2014-11-05,Drama,Christopher Nolan,Anne Hathaway
31,Interstellar,8.6,9.2,-0.6,2014-11-05,Drama,Christopher Nolan,Jessica Chastain
31,Interstellar,8.6,9.2,-0.6,2014-11-05,Drama,Christopher Nolan,Mackenzie Foy
31,Interstellar,8.6,9.2,-0.6,2014-11-05,Sci-Fi,Christopher Nolan,Matthew McConaughey
31,Interstellar,8.6,9.2,-0.6,2014-11-05,Sci-Fi,Christopher Nolan,Anne Hathaway
31,Interstellar,8.6,9.2,-0.6,2014-11-05,Sci-Fi,Christopher Nolan,Jessica Chastain
31,Interstellar,8.6,9.2,-0.6,2014-11-05,Sci-Fi,Christopher Nolan,Mackenzie Foy
32,Psycho,8.5,8.9,-0.4,1960-09-08,Horror,Alfred Hitchcock,Anthony Perkins
32,Psycho,8.5,8.9,-0.4,1960-09-08,Horror,Alfred Hitchcock,Janet Leigh
32,Psycho,8.5,8.9,-0.4,1960-09-08,Horror,Alfred Hitchcock,Vera Miles
32,Psycho,8.5,8.9,-0.4,1960-09-08,Horror,Alfred Hitchcock,John Gavin
32,Psycho,8.5,8.9,-0.4,1960-09-08,Mystery,Alfred Hitchcock,Anthony Perkins
32,Psycho,8.5,8.9,-0.4,1960-09-08,Mystery,Alfred Hitchcock,Janet Leigh
32,Psycho,8.5,8.9,-0.4,1960-09-08,Mystery,Alfred Hitchcock,Vera Miles
32,Psycho,8.5,8.9,-0.4,1960-09-08,Mystery,Alfred Hitchcock,John Gavin
32,Psycho,8.5,8.9,-0.4,1960-09-08,Thriller,Alfred Hitchcock,Anthony Perkins
32,Psycho,8.5,8.9,-0.4,1960-09-08,Thriller,Alfred Hitchcock,Janet Leigh
32,Psycho,8.5,8.9,-0.4,1960-09-08,Thriller,Alfred Hitchcock,Vera Miles
32,Psycho,8.5,8.9,-0.4,1960-09-08,Thriller,Alfred Hitchcock,John Gavin
33,American History X,8.5,8.5,0.0,1998-11-20,Drama,Tony Kaye,Edward Norton
33,American History X,8.5,8.5,0.0,1998-11-20,Drama,Tony Kaye,Edward Furlong
33,American History X,8.5,8.5,0.0,1998-11-20,Drama,Tony Kaye,Beverly D'Angelo
33,American History X,8.5,8.5,0.0,1998-11-20,Drama,Tony Kaye,Jennifer Lien
34,City Lights,8.5,9.3,-0.8,1931-03-07,Comedy,Charles Chaplin,Charles Chaplin
34,City Lights,8.5,9.3,-0.8,1931-03-07,Comedy,Charles Chaplin,Virginia Cherrill
34,City Lights,8.5,9.3,-0.8,1931-03-07,Comedy,Charles Chaplin,Florence Lee
34,City Lights,8.5,9.3,-0.8,1931-03-07,Comedy,Charles Chaplin,Harry Myers
34,City Lights,8.5,9.3,-0.8,1931-03-07,Drama,Charles Chaplin,Charles Chaplin
34,City Lights,8.5,9.3,-0.8,1931-03-07,Drama,Charles Chaplin,Virginia Cherrill
34,City Lights,8.5,9.3,-0.8,1931-03-07,Drama,Charles Chaplin,Florence Lee
34,City Lights,8.5,9.3,-0.8,1931-03-07,Drama,Charles Chaplin,Harry Myers
34,City Lights,8.5,9.3,-0.8,1931-03-07,Romance,Charles Chaplin,Charles Chaplin
34,City Lights,8.5,9.3,-0.8,1931-03-07,Romance,Charles Chaplin,Virginia Cherrill
34,City Lights,8.5,9.3,-0.8,1931-03-07,Romance,Charles Chaplin,Florence Lee
34,City Lights,8.5,9.3,-0.8,1931-03-07,Romance,Charles Chaplin,Harry Myers
35,Casablanca,8.5,8.6,-0.1,1942-12-09,Drama,Michael Curtiz,Humphrey Bogart
35,Casablanca,8.5,8.6,-0.1,1942-12-09,Drama,Michael Curtiz,Ingrid Bergman
35,Casablanca,8.5,8.6,-0.1,1942-12-09,Drama,Michael Curtiz,Paul Henreid
35,Casablanca,8.5,8.6,-0.1,1942-12-09,Drama,Michael Curtiz,Claude Rains
35,Casablanca,8.5,8.6,-0.1,1942-12-09,Romance,Michael Curtiz,Humphrey Bogart
35,Casablanca,8.5,8.6,-0.1,1942-12-09,Romance,Michael Curtiz,Ingrid Bergman
35,Casablanca,8.5,8.6,-0.1,1942-12-09,Romance,Michael Curtiz,Paul Henreid
35,Casablanca,8.5,8.6,-0.1,1942-12-09,Romance,Michael Curtiz,Claude Rains
35,Casablanca,8.5,8.6,-0.1,1942-12-09,War,Michael Curtiz,Humphrey Bogart
35,Casablanca,8.5,8.6,-0.1,1942-12-09,War,Michael Curtiz,Ingrid Bergman
35,Casablanca,8.5,8.6,-0.1,1942-12-09,War,Michael Curtiz,Paul Henreid
35,Casablanca,8.5,8.6,-0.1,1942-12-09,War,Michael Curtiz,Claude Rains
36,Spider-Man: Into the Spider-Verse,8.6,8.7,-0.1,2018-12-12,Animation,Bob Persichetti,Shameik Moore
36,Spider-Man: Into the Spider-Verse,8.6,8.7,-0.1,2018-12-12,Animation,Bob Persichetti,Jake Johnson
36,Spider-Man: Into the Spider-Verse,8.6,8.7,-0.1,2018-12-12,Animation,Bob Persichetti,Hailee Steinfeld
36,Spider-Man: Into the Spider-Verse,8.6,8.7,-0.1,2018-12-12,Animation,Bob Persichetti,Mahershala Ali
36,Spider-Man: Into the Spider-Verse,8.6,8.7,-0.1,2018-12-12,Animation,Peter Ramsey,Shameik Moore
36,Spider-Man: Into the Spider-Verse,8.6,8.7,-0.1,2018-12-12,Animation,Peter Ramsey,Jake Johnson
36,Spider-Man: Into the Spider-Verse,8.6,8.7,-0.1,2018-12-12,Animation,Peter Ramsey,Hailee Steinfeld
36,Spider-Man: Into the Spider-Verse,8.6,8.7,-0.1,2018-12-12,Animation,Peter Ramsey,Mahershala Ali
36,Spider-Man: Into the Spider-Verse,8.6,8.7,-0.1,2018-12-12,Animation,Rodney Rothman,Shameik Moore
36,Spider-Man: Into the Spider-Verse,8.6,8.7,-0.1,2018-12-12,Animation,Rodney Rothman,Jake Johnson
36,Spider-Man: Into the Spider-Verse,8.6,8.7,-0.1,2018-12-12,Animation,Rodney Rothman,Hailee Steinfeld
36,Spider-Man: Into the Spider-Verse,8.6,8.7,-0.1,2018-12-12,Animation,Rodney Rothman,Mahershala Ali
36,Spider-Man: Into the Spider-Verse,8.6,8.7,-0.1,2018-12-12,Action,Bob Persichetti,Shameik Moore
36,Spider-Man: Into the Spider-Verse,8.6,8.7,-0.1,2018-12-12,Action,Bob Persichetti,Jake Johnson
36,Spider-Man: Into the Spider-Verse,8.6,8.7,-0.1,2018-12-12,Action,Bob Persichetti,Hailee Steinfeld
36,Spider-Man: Into the Spider-Verse,8.6,8.7,-0.1,2018-12-12,Action,Bob Persichetti,Mahershala Ali
36,Spider-Man: Into the Spider-Verse,8.6,8.7,-0.1,2018-12-12,Action,Peter Ramsey,Shameik Moore
36,Spider-Man: Into the Spider-Verse,8.6,8.7,-0.1,2018-12-12,Action,Peter Ramsey,Jake Johnson
36,Spider-Man: Into the Spider-Verse,8.6,8.7,-0.1,2018-12-12,Action,Peter Ramsey,Hailee Steinfeld
36,Spider-Man: Into the Spider-Verse,8.6,8.7,-0.1,2018-12-12,Action,Peter Ramsey,Mahershala Ali
36,Spider-Man: Into the Spider-Verse,8.6,8.7,-0.1,2018-12-12,Action,Rodney Rothman,Shameik Moore
36,Spider-Man: Into the Spider-Verse,8.6,8.7,-0.1,2018-12-12,Action,Rodney Rothman,Jake Johnson
36,Spider-Man: Into the Spider-Verse,8.6,8.7,-0.1,2018-12-12,Action,Rodney Rothman,Hailee Steinfeld
36,Spider-Man: Into the Spider-Verse,8.6,8.7,-0.1,2018-12-12,Action,Rodney Rothman,Mahershala Ali
36,Spider-Man: Into the Spider-Verse,8.6,8.7,-0.1,2018-12-12,Adventure,Bob Persichetti,Shameik Moore
36,Spider-Man: Into the Spider-Verse,8.6,8.7,-0.1,2018-12-12,Adventure,Bob Persichetti,Jake Johnson
36,Spider-Man: Into the Spider-Verse,8.6,8.7,-0.1,2018-12-12,Adventure,Bob Persichetti,Hailee Steinfeld
36,Spider-Man: Into the Spider-Verse,8.6,8.7,-0.1,2018-12-12,Adventure,Bob Persichetti,Mahershala Ali
36,Spider-Man: Into the Spider-Verse,8.6,8.7,-0.1,2018-12-12,Adventure,Peter Ramsey,Shameik Moore
36,Spider-Man: Into the Spider-Verse,8.6,8.7,-0.1,2018-12-12,Adventure,Peter Ramsey,Jake Johnson
36,Spider-Man: Into the Spider-Verse,8.6,8.7,-0.1,2018-12-12,Adventure,Peter Ramsey,Hailee Steinfeld
36,Spider-Man: Into the Spider-Verse,8.6,8.7,-0.1,2018-12-12,Adventure,Peter Ramsey,Mahershala Ali
36,Spider-Man: Into the Spider-Verse,8.6,8.7,-0.1,2018-12-12,Adventure,Rodney Rothman,Shameik Moore
36,Spider-Man: Into the Spider-Verse,8.6,8.7,-0.1,2018-12-12,Adventure,Rodney Rothman,Jake Johnson
36,Spider-Man: Into the Spider-Verse,8.6,8.7,-0.1,2018-12-12,Adventure,Rodney Rothman,Hailee Steinfeld
36,Spider-Man: Into the Spider-Verse,8.6,8.7,-0.1,2018-12-12,Adventure,Rodney Rothman,Mahershala Ali
36,Spider-Man: Into the Spider-Verse,8.6,8.7,-0.1,2018-12-12,Family,Bob Persichetti,Shameik Moore
36,Spider-Man: Into the Spider-Verse,8.6,8.7,-0.1,2018-12-12,Family,Bob Persichetti,Jake Johnson
36,Spider-Man: Into the Spider-Verse,8.6,8.7,-0.1,2018-12-12,Family,Bob Persichetti,Hailee Steinfeld
36,Spider-Man: Into the Spider-Verse,8.6,8.7,-0.1,2018-12-12,Family,Bob Persichetti,Mahershala Ali
36,Spider-Man: Into the Spider-Verse,8.6,8.7,-0.1,2018-12-12,Family,Peter Ramsey,Shameik Moore
36,Spider-Man: Into the Spider-Verse,8.6,8.7,-0.1,2018-12-12,Family,Peter Ramsey,Jake Johnson
36,Spider-Man: Into the Spider-Verse,8.6,8.7,-0.1,2018-12-12,Family,Peter Ramsey,Hailee Steinfeld
36,Spider-Man: Into the Spider-Verse,8.6,8.7,-0.1,2018-12-12,Family,Peter Ramsey,Mahershala Ali
36,Spider-Man: Into the Spider-Verse,8.6,8.7,-0.1,2018-12-12,Family,Rodney Rothman,Shameik Moore
36,Spider-Man: Into the Spider-Verse,8.6,8.7,-0.1,2018-12-12,Family,Rodney Rothman,Jake Johnson
36,Spider-Man: Into the Spider-Verse,8.6,8.7,-0.1,2018-12-12,Family,Rodney Rothman,Hailee Steinfeld
36,Spider-Man: Into the Spider-Verse,8.6,8.7,-0.1,2018-12-12,Family,Rodney Rothman,Mahershala Ali
36,Spider-Man: Into the Spider-Verse,8.6,8.7,-0.1,2018-12-12,Sci-Fi,Bob Persichetti,Shameik Moore
36,Spider-Man: Into the Spider-Verse,8.6,8.7,-0.1,2018-12-12,Sci-Fi,Bob Persichetti,Jake Johnson
36,Spider-Man: Into the Spider-Verse,8.6,8.7,-0.1,2018-12-12,Sci-Fi,Bob Persichetti,Hailee Steinfeld
36,Spider-Man: Into the Spider-Verse,8.6,8.7,-0.1,2018-12-12,Sci-Fi,Bob Persichetti,Mahershala Ali
36,Spider-Man: Into the Spider-Verse,8.6,8.7,-0.1,2018-12-12,Sci-Fi,Peter Ramsey,Shameik Moore
36,Spider-Man: Into the Spider-Verse,8.6,8.7,-0.1,2018-12-12,Sci-Fi,Peter Ramsey,Jake Johnson
36,Spider-Man: Into the Spider-Verse,8.6,8.7,-0.1,2018-12-12,Sci-Fi,Peter Ramsey,Hailee Steinfeld
36,Spider-Man: Into the Spider-Verse,8.6,8.7,-0.1,2018-12-12,Sci-Fi,Peter Ramsey,Mahershala Ali
36,Spider-Man: Into the Spider-Verse,8.6,8.7,-0.1,2018-12-12,Sci-Fi,Rodney Rothman,Shameik Moore
36,Spider-Man: Into the Spider-Verse,8.6,8.7,-0.1,2018-12-12,Sci-Fi,Rodney Rothman,Jake Johnson
36,Spider-Man: Into the Spider-Verse,8.6,8.7,-0.1,2018-12-12,Sci-Fi,Rodney Rothman,Hailee Steinfeld
36,Spider-Man: Into the Spider-Verse,8.6,8.7,-0.1,2018-12-12,Sci-Fi,Rodney Rothman,Mahershala Ali
37,C'era una volta il West,8.5,8.6,-0.1,1968-12-21,Western,Sergio Leone,Henry Fonda
37,C'era una volta il West,8.5,8.6,-0.1,1968-12-21,Western,Sergio Leone,Charles Bronson
37,C'era una volta il West,8.5,8.6,-0.1,1968-12-21,Western,Sergio Leone,Claudia Cardinale
37,C'era una volta il West,8.5,8.6,-0.1,1968-12-21,Western,Sergio Leone,Jason Robards
38,Modern Times,8.5,9.2,-0.7,1936-02-11,Comedy,Charles Chaplin,Charles Chaplin
38,Modern Times,8.5,9.2,-0.7,1936-02-11,Comedy,Charles Chaplin,Paulette Goddard
38,Modern Times,8.5,9.2,-0.7,1936-02-11,Comedy,Charles Chaplin,Henry Bergman
38,Modern Times,8.5,9.2,-0.7,1936-02-11,Comedy,Charles Chaplin,Tiny Sandford
38,Modern Times,8.5,9.2,-0.7,1936-02-11,Drama,Charles Chaplin,Charles Chaplin
38,Modern Times,8.5,9.2,-0.7,1936-02-11,Drama,Charles Chaplin,Paulette Goddard
38,Modern Times,8.5,9.2,-0.7,1936-02-11,Drama,Charles Chaplin,Henry Bergman
38,Modern Times,8.5,9.2,-0.7,1936-02-11,Drama,Charles Chaplin,Tiny Sandford
38,Modern Times,8.5,9.2,-0.7,1936-02-11,Family,Charles Chaplin,Charles Chaplin
38,Modern Times,8.5,9.2,-0.7,1936-02-11,Family,Charles Chaplin,Paulette Goddard
38,Modern Times,8.5,9.2,-0.7,1936-02-11,Family,Charles Chaplin,Henry Bergman
38,Modern Times,8.5,9.2,-0.7,1936-02-11,Family,Charles Chaplin,Tiny Sandford
38,Modern Times,8.5,9.2,-0.7,1936-02-11,Romance,Charles Chaplin,Charles Chaplin
38,Modern Times,8.5,9.2,-0.7,1936-02-11,Romance,Charles Chaplin,Paulette Goddard
38,Modern Times,8.5,9.2,-0.7,1936-02-11,Romance,Charles Chaplin,Henry Bergman
38,Modern Times,8.5,9.2,-0.7,1936-02-11,Romance,Charles Chaplin,Tiny Sandford
39,The Pianist,8.5,9.1,-0.6,2002-09-25,Biography,Roman Polanski,Adrien Brody
39,The Pianist,8.5,9.1,-0.6,2002-09-25,Biography,Roman Polanski,Thomas Kretschmann
39,The Pianist,8.5,9.1,-0.6,2002-09-25,Biography,Roman Polanski,Frank Finlay
39,The Pianist,8.5,9.1,-0.6,2002-09-25,Biography,Roman Polanski,Emilia Fox
39,The Pianist,8.5,9.1,-0.6,2002-09-25,Drama,Roman Polanski,Adrien Brody
39,The Pianist,8.5,9.1,-0.6,2002-09-25,Drama,Roman Polanski,Thomas Kretschmann
39,The Pianist,8.5,9.1,-0.6,2002-09-25,Drama,Roman Polanski,Frank Finlay
39,The Pianist,8.5,9.1,-0.6,2002-09-25,Drama,Roman Polanski,Emilia Fox
39,The Pianist,8.5,9.1,-0.6,2002-09-25,Music,Roman Polanski,Adrien Brody
39,The Pianist,8.5,9.1,-0.6,2002-09-25,Music,Roman Polanski,Thomas Kretschmann
39,The Pianist,8.5,9.1,-0.6,2002-09-25,Music,Roman Polanski,Frank Finlay
39,The Pianist,8.5,9.1,-0.6,2002-09-25,Music,Roman Polanski,Emilia Fox
39,The Pianist,8.5,9.1,-0.6,2002-09-25,War,Roman Polanski,Adrien Brody
39,The Pianist,8.5,9.1,-0.6,2002-09-25,War,Roman Polanski,Thomas Kretschmann
39,The Pianist,8.5,9.1,-0.6,2002-09-25,War,Roman Polanski,Frank Finlay
39,The Pianist,8.5,9.1,-0.6,2002-09-25,War,Roman Polanski,Emilia Fox
40,Intouchables,8.5,9.2,-0.7,2011-11-02,Biography,Olivier Nakache,François Cluzet
40,Intouchables,8.5,9.2,-0.7,2011-11-02,Biography,Olivier Nakache,Omar Sy
40,Intouchables,8.5,9.2,-0.7,2011-11-02,Biography,Olivier Nakache,Anne Le Ny
40,Intouchables,8.5,9.2,-0.7,2011-11-02,Biography,Olivier Nakache,Audrey Fleurot
40,Intouchables,8.5,9.2,-0.7,2011-11-02,Biography,Éric Toledano,François Cluzet
40,Intouchables,8.5,9.2,-0.7,2011-11-02,Biography,Éric Toledano,Omar Sy
40,Intouchables,8.5,9.2,-0.7,2011-11-02,Biography,Éric Toledano,Anne Le Ny
